year,level_1,level_2,value
2008,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,17
2008,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,45
2008,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,69
2008,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,66
2008,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,43
2008,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,32
2008,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2008,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
2008,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,0
2008,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,1
2008,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,3
2008,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,4
2008,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,20
2008,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,38
2008,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,29
2008,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,25
2008,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2008,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2008,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,1
2008,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
2008,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
2008,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,2
2008,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,1
2008,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,10
2008,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,13
2008,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,28
2008,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2008,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2008,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
2008,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2008,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2008,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
2008,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,0
2008,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,1
2008,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,3
2008,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,27
2009,Total,Grooms Aged Under 20 Years,56
2009,Total,Grooms Aged 20-24 Years,1270
2009,Total,Grooms Aged 25-29 Years,7694
2009,Total,Grooms Aged 30-34 Years,6207
2009,Total,Grooms Aged 35-39 Years,3088
2009,Total,Grooms Aged 40-44 Years,1530
2009,Total,Grooms Aged 45-49 Years,1001
2009,Total,Grooms Aged 50-54 Years,620
2009,Total,Grooms Aged 55-59 Years,337
2009,Total,Grooms Aged 60 Years & Over,257
2009,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,39
2009,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,102
2009,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,60
2009,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,43
2009,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,40
2009,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,19
2009,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,19
2009,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,8
2009,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,5
2009,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,1
2009,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,15
2009,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,794
2009,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,1603
2009,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,596
2009,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,315
2009,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,148
2009,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,92
2009,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,39
2009,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,11
2009,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,4
2009,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,0
2009,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,306
2009,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,5256
2009,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,3081
2009,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,894
2009,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,355
2009,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,182
2009,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,88
2009,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,31
2009,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,16
2009,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,1
2009,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,52
2009,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,634
2009,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,2124
2009,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,1125
2009,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,422
2009,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,209
2009,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,109
2009,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,44
2009,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,20
2009,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,1
2009,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,11
2009,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,109
2009,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,304
2009,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,590
2009,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,381
2009,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,232
2009,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,137
2009,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,64
2009,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,30
2009,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2009,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,3
2009,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,23
2009,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,47
2009,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,93
2009,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,150
2009,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,152
2009,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,109
2009,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,64
2009,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,49
2009,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2009,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,2
2009,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,8
2009,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,11
2009,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,22
2009,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,40
2009,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,83
2009,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,77
2009,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,52
2009,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,44
2009,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2009,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
2009,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,1
2009,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,1
2009,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,9
2009,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,14
2009,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,26
2009,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,40
2009,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,37
2009,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,34
2009,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2009,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2009,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
2009,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
2009,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
2009,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,1
2009,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,4
2009,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,12
2009,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,24
2009,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,38
2009,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2009,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2009,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
2009,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2009,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2009,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
2009,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,2
2009,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,1
2009,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,5
2009,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,21
2010,Total,Grooms Aged Under 20 Years,63
2010,Total,Grooms Aged 20-24 Years,1139
2010,Total,Grooms Aged 25-29 Years,6631
2010,Total,Grooms Aged 30-34 Years,5881
2010,Total,Grooms Aged 35-39 Years,2867
2010,Total,Grooms Aged 40-44 Years,1492
2010,Total,Grooms Aged 45-49 Years,993
2010,Total,Grooms Aged 50-54 Years,590
2010,Total,Grooms Aged 55-59 Years,327
2010,Total,Grooms Aged 60 Years & Over,247
2010,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,50
2010,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,107
2010,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,56
2010,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,26
2010,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,22
2010,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,15
2010,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,8
2010,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,5
2010,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,2
2010,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,1
2010,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,10
2010,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,682
2010,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,1273
2010,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,532
2010,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,272
2010,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,136
2010,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,101
2010,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,45
2010,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,23
2010,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,13
2010,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
2010,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,288
2010,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4549
2010,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2819
2010,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,856
2010,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,324
2010,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,183
2010,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,70
2010,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,36
2010,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,11
2010,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
2010,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,39
2010,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,626
2010,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,2125
2010,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,1045
2010,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,404
2010,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,196
2010,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,113
2010,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,51
2010,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,24
2010,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,2
2010,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,18
2010,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,95
2010,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,319
2010,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,556
2010,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,377
2010,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,224
2010,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,119
2010,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,54
2010,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,35
2010,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2010,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,1
2010,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,21
2010,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,50
2010,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,85
2010,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,174
2010,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,156
2010,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,84
2010,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,52
2010,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,32
2010,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2010,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,3
2010,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,5
2010,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,9
2010,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,24
2010,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,51
2010,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,87
2010,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,99
2010,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,53
2010,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,47
2010,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2010,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
2010,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,5
2010,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,1
2010,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,4
2010,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,8
2010,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,32
2010,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,45
2010,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,43
2010,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,33
2010,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2010,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,1
2010,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
2010,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
2010,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,3
2010,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,3
2010,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,4
2010,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,8
2010,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,11
2010,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,24
2010,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2010,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2010,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,1
2010,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2010,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2010,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
2010,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,2
2010,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,2
2010,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,2
2010,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,27
2011,Total,Grooms Aged Under 20 Years,59
2011,Total,Grooms Aged 20-24 Years,1192
2011,Total,Grooms Aged 25-29 Years,7392
2011,Total,Grooms Aged 30-34 Years,6893
2011,Total,Grooms Aged 35-39 Years,3251
2011,Total,Grooms Aged 40-44 Years,1582
2011,Total,Grooms Aged 45-49 Years,1031
2011,Total,Grooms Aged 50-54 Years,703
2011,Total,Grooms Aged 55-59 Years,409
2011,Total,Grooms Aged 60 Years & Over,328
2011,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,41
2011,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,99
2011,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,36
2011,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,32
2011,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,21
2011,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,7
2011,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,14
2011,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,6
2011,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,3
2011,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
2011,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,13
2011,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,760
2011,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,1315
2011,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,598
2011,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,280
2011,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,149
2011,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,90
2011,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,40
2011,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,14
2011,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,9
2011,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,3
2011,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,251
2011,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,5161
2011,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,3298
2011,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,889
2011,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,358
2011,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,188
2011,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,103
2011,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,39
2011,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,21
2011,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
2011,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,57
2011,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,725
2011,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,2538
2011,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,1262
2011,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,440
2011,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,214
2011,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,107
2011,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,50
2011,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,31
2011,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,1
2011,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,12
2011,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,120
2011,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,347
2011,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,631
2011,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,397
2011,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,216
2011,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,147
2011,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,62
2011,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,47
2011,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,1
2011,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,5
2011,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,30
2011,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,60
2011,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,140
2011,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,183
2011,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,180
2011,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,137
2011,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,90
2011,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,56
2011,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2011,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,5
2011,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,4
2011,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,12
2011,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,25
2011,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,36
2011,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,96
2011,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,95
2011,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,77
2011,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,53
2011,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2011,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,3
2011,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,0
2011,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,8
2011,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,3
2011,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,12
2011,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,25
2011,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,54
2011,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,47
2011,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,41
2011,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2011,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2011,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
2011,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
2011,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,0
2011,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,0
2011,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,7
2011,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,10
2011,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,22
2011,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,28
2011,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2011,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2011,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,1
2011,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2011,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2011,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
2011,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,1
2011,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,4
2011,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,5
2011,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,42
2012,Total,Grooms Aged Under 20 Years,46
2012,Total,Grooms Aged 20-24 Years,1297
2012,Total,Grooms Aged 25-29 Years,7323
2012,Total,Grooms Aged 30-34 Years,7066
2012,Total,Grooms Aged 35-39 Years,3303
2012,Total,Grooms Aged 40-44 Years,1661
2012,Total,Grooms Aged 45-49 Years,1025
2012,Total,Grooms Aged 50-54 Years,671
2012,Total,Grooms Aged 55-59 Years,384
2012,Total,Grooms Aged 60 Years & Over,358
2012,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,35
2012,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,80
2012,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,38
2012,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,27
2012,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,18
2012,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,9
2012,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,7
2012,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,3
2012,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,0
2012,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,5
2012,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,10
2012,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,820
2012,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,1388
2012,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,605
2012,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,248
2012,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,126
2012,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,78
2012,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,40
2012,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,22
2012,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,6
2012,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,0
2012,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,308
2012,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4996
2012,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,3349
2012,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,921
2012,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,343
2012,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,183
2012,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,91
2012,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,38
2012,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,15
2012,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
2012,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,68
2012,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,749
2012,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,2620
2012,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,1319
2012,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,500
2012,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,221
2012,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,109
2012,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,55
2012,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,26
2012,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
2012,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,16
2012,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,126
2012,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,401
