year,level_1,level_2,value
2003,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2561
2003,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,665
2003,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,238
2003,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,84
2003,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,34
2003,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,12
2003,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,4
2003,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
2003,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,32
2003,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,460
2003,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1343
2003,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,706
2003,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,304
2003,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,145
2003,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,53
2003,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,18
2003,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,9
2003,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
2003,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,6
2003,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,55
2003,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,184
2003,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,324
2003,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,230
2003,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,108
2003,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,53
2003,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,24
2003,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,10
2003,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2003,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,1
2003,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,11
2003,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,33
2003,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,73
2003,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,128
2003,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,101
2003,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,54
2003,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,24
2003,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,12
2003,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2003,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,1
2003,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,1
2003,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,7
2003,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,8
2003,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,42
2003,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,56
2003,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,39
2003,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,31
2003,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,9
2003,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2003,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
2003,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,1
2003,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,3
2003,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,2
2003,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,10
2003,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,8
2003,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,23
2003,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,15
2003,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,15
2003,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2003,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2003,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
2003,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
2003,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,1
2003,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,0
2003,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,4
2003,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,10
2003,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,5
2003,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,15
2003,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2003,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2003,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
2003,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2003,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2003,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
2003,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,0
2003,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,1
2003,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,1
2003,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,5
2004,Total,Grooms Aged Under 20 Years,41
2004,Total,Grooms Aged 20-24 Years,1427
2004,Total,Grooms Aged 25-29 Years,6882
2004,Total,Grooms Aged 30-34 Years,5028
2004,Total,Grooms Aged 35-39 Years,2194
2004,Total,Grooms Aged 40-44 Years,1214
2004,Total,Grooms Aged 45-49 Years,666
2004,Total,Grooms Aged 50-54 Years,366
2004,Total,Grooms Aged 55-59 Years,147
2004,Total,Grooms Aged 60 Years & Over,126
2004,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,29
2004,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,144
2004,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,64
2004,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,38
2004,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,19
2004,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,14
2004,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,6
2004,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,5
2004,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,2
2004,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,1
2004,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,11
2004,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,958
2004,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,1872
2004,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,727
2004,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,279
2004,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,145
2004,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,65
2004,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,18
2004,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,10
2004,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,3
2004,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
2004,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,286
2004,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4329
2004,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2551
2004,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,694
2004,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,258
2004,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,115
2004,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,54
2004,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,13
2004,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,6
2004,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
2004,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,31
2004,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,536
2004,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1456
2004,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,775
2004,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,352
2004,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,151
2004,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,67
2004,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,23
2004,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,6
2004,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
2004,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,4
2004,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,67
2004,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,216
2004,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,336
2004,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,272
2004,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,136
2004,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,77
2004,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,21
2004,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,14
2004,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2004,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,4
2004,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,12
2004,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,31
2004,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,73
2004,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,118
2004,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,108
2004,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,57
2004,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,32
2004,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,13
2004,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2004,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,0
2004,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,0
2004,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,6
2004,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,15
2004,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,40
2004,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,62
2004,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,55
2004,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,22
2004,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,26
2004,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2004,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,0
2004,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,1
2004,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,2
2004,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,2
2004,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,12
2004,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,17
2004,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,24
2004,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,14
2004,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,25
2004,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2004,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2004,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,1
2004,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,1
2004,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,1
2004,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,3
2004,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,5
2004,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,7
2004,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,7
2004,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,15
2004,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2004,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2004,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
2004,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2004,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2004,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,0
2004,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,1
2004,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,2
2004,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,3
2004,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,17
2005,Total,Grooms Aged Under 20 Years,48
2005,Total,Grooms Aged 20-24 Years,1388
2005,Total,Grooms Aged 25-29 Years,6526
2005,Total,Grooms Aged 30-34 Years,5221
2005,Total,Grooms Aged 35-39 Years,2448
2005,Total,Grooms Aged 40-44 Years,1537
2005,Total,Grooms Aged 45-49 Years,935
2005,Total,Grooms Aged 50-54 Years,506
2005,Total,Grooms Aged 55-59 Years,258
2005,Total,Grooms Aged 60 Years & Over,175
2005,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,37
2005,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,133
2005,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,64
2005,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,49
2005,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,36
2005,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,43
2005,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,29
2005,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,6
2005,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,5
2005,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,1
2005,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,10
2005,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,892
2005,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,1724
2005,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,707
2005,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,305
2005,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,200
2005,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,91
2005,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,30
2005,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,17
2005,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,5
2005,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,1
2005,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,306
2005,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4187
2005,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2631
2005,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,705
2005,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,349
2005,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,174
2005,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,73
2005,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,18
2005,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,10
2005,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,0
2005,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,42
2005,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,470
2005,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1585
2005,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,859
2005,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,425
2005,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,229
2005,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,106
2005,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,38
2005,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,18
2005,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
2005,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,9
2005,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,59
2005,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,199
2005,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,428
2005,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,320
2005,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,196
2005,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,98
2005,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,67
2005,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,22
2005,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2005,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,2
2005,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,15
2005,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,41
2005,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,82
2005,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,145
2005,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,137
2005,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,83
2005,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,43
2005,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,34
2005,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2005,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,2
2005,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,6
2005,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,6
2005,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,26
2005,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,42
2005,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,60
2005,Brides Aged 45-49 Years,Grooms Aged 50-54 Years,64
2005,Brides Aged 45-49 Years,Grooms Aged 55-59 Years,33
2005,Brides Aged 45-49 Years,Grooms Aged 60 Years & Over,31
2005,Brides Aged 50-54 Years,Grooms Aged Under 20 Years,0
2005,Brides Aged 50-54 Years,Grooms Aged 20-24 Years,2
2005,Brides Aged 50-54 Years,Grooms Aged 25-29 Years,1
2005,Brides Aged 50-54 Years,Grooms Aged 30-34 Years,3
2005,Brides Aged 50-54 Years,Grooms Aged 35-39 Years,5
2005,Brides Aged 50-54 Years,Grooms Aged 40-44 Years,8
2005,Brides Aged 50-54 Years,Grooms Aged 45-49 Years,15
2005,Brides Aged 50-54 Years,Grooms Aged 50-54 Years,32
2005,Brides Aged 50-54 Years,Grooms Aged 55-59 Years,16
2005,Brides Aged 50-54 Years,Grooms Aged 60 Years & Over,28
2005,Brides Aged 55-59 Years,Grooms Aged Under 20 Years,0
2005,Brides Aged 55-59 Years,Grooms Aged 20-24 Years,0
2005,Brides Aged 55-59 Years,Grooms Aged 25-29 Years,0
2005,Brides Aged 55-59 Years,Grooms Aged 30-34 Years,0
2005,Brides Aged 55-59 Years,Grooms Aged 35-39 Years,2
2005,Brides Aged 55-59 Years,Grooms Aged 40-44 Years,4
2005,Brides Aged 55-59 Years,Grooms Aged 45-49 Years,4
2005,Brides Aged 55-59 Years,Grooms Aged 50-54 Years,9
2005,Brides Aged 55-59 Years,Grooms Aged 55-59 Years,18
2005,Brides Aged 55-59 Years,Grooms Aged 60 Years & Over,13
2005,Brides Aged 60 Years & Over,Grooms Aged Under 20 Years,0
2005,Brides Aged 60 Years & Over,Grooms Aged 20-24 Years,0
2005,Brides Aged 60 Years & Over,Grooms Aged 25-29 Years,0
2005,Brides Aged 60 Years & Over,Grooms Aged 30-34 Years,0
2005,Brides Aged 60 Years & Over,Grooms Aged 35-39 Years,0
2005,Brides Aged 60 Years & Over,Grooms Aged 40-44 Years,1
2005,Brides Aged 60 Years & Over,Grooms Aged 45-49 Years,0
2005,Brides Aged 60 Years & Over,Grooms Aged 50-54 Years,5
2005,Brides Aged 60 Years & Over,Grooms Aged 55-59 Years,3
2005,Brides Aged 60 Years & Over,Grooms Aged 60 Years & Over,13
2006,Total,Grooms Aged Under 20 Years,53
2006,Total,Grooms Aged 20-24 Years,1357
2006,Total,Grooms Aged 25-29 Years,7072
2006,Total,Grooms Aged 30-34 Years,5571
2006,Total,Grooms Aged 35-39 Years,2540
2006,Total,Grooms Aged 40-44 Years,1329
2006,Total,Grooms Aged 45-49 Years,894
2006,Total,Grooms Aged 50-54 Years,502
2006,Total,Grooms Aged 55-59 Years,268
2006,Total,Grooms Aged 60 Years & Over,175
2006,Brides Aged Under 20 Years,Grooms Aged Under 20 Years,34
2006,Brides Aged Under 20 Years,Grooms Aged 20-24 Years,119
2006,Brides Aged Under 20 Years,Grooms Aged 25-29 Years,66
2006,Brides Aged Under 20 Years,Grooms Aged 30-34 Years,40
2006,Brides Aged Under 20 Years,Grooms Aged 35-39 Years,41
2006,Brides Aged Under 20 Years,Grooms Aged 40-44 Years,28
2006,Brides Aged Under 20 Years,Grooms Aged 45-49 Years,18
2006,Brides Aged Under 20 Years,Grooms Aged 50-54 Years,4
2006,Brides Aged Under 20 Years,Grooms Aged 55-59 Years,4
2006,Brides Aged Under 20 Years,Grooms Aged 60 Years & Over,0
2006,Brides Aged 20-24 Years,Grooms Aged Under 20 Years,18
2006,Brides Aged 20-24 Years,Grooms Aged 20-24 Years,889
2006,Brides Aged 20-24 Years,Grooms Aged 25-29 Years,1690
2006,Brides Aged 20-24 Years,Grooms Aged 30-34 Years,726
2006,Brides Aged 20-24 Years,Grooms Aged 35-39 Years,293
2006,Brides Aged 20-24 Years,Grooms Aged 40-44 Years,142
2006,Brides Aged 20-24 Years,Grooms Aged 45-49 Years,61
2006,Brides Aged 20-24 Years,Grooms Aged 50-54 Years,29
2006,Brides Aged 20-24 Years,Grooms Aged 55-59 Years,15
2006,Brides Aged 20-24 Years,Grooms Aged 60 Years & Over,6
2006,Brides Aged 25-29 Years,Grooms Aged Under 20 Years,0
2006,Brides Aged 25-29 Years,Grooms Aged 20-24 Years,289
2006,Brides Aged 25-29 Years,Grooms Aged 25-29 Years,4647
2006,Brides Aged 25-29 Years,Grooms Aged 30-34 Years,2780
2006,Brides Aged 25-29 Years,Grooms Aged 35-39 Years,784
2006,Brides Aged 25-29 Years,Grooms Aged 40-44 Years,343
2006,Brides Aged 25-29 Years,Grooms Aged 45-49 Years,132
2006,Brides Aged 25-29 Years,Grooms Aged 50-54 Years,77
2006,Brides Aged 25-29 Years,Grooms Aged 55-59 Years,22
2006,Brides Aged 25-29 Years,Grooms Aged 60 Years & Over,8
2006,Brides Aged 30-34 Years,Grooms Aged Under 20 Years,1
2006,Brides Aged 30-34 Years,Grooms Aged 20-24 Years,45
2006,Brides Aged 30-34 Years,Grooms Aged 25-29 Years,578
2006,Brides Aged 30-34 Years,Grooms Aged 30-34 Years,1711
2006,Brides Aged 30-34 Years,Grooms Aged 35-39 Years,906
2006,Brides Aged 30-34 Years,Grooms Aged 40-44 Years,350
2006,Brides Aged 30-34 Years,Grooms Aged 45-49 Years,237
2006,Brides Aged 30-34 Years,Grooms Aged 50-54 Years,86
2006,Brides Aged 30-34 Years,Grooms Aged 55-59 Years,43
2006,Brides Aged 30-34 Years,Grooms Aged 60 Years & Over,14
2006,Brides Aged 35-39 Years,Grooms Aged Under 20 Years,0
2006,Brides Aged 35-39 Years,Grooms Aged 20-24 Years,12
2006,Brides Aged 35-39 Years,Grooms Aged 25-29 Years,73
2006,Brides Aged 35-39 Years,Grooms Aged 30-34 Years,251
2006,Brides Aged 35-39 Years,Grooms Aged 35-39 Years,424
2006,Brides Aged 35-39 Years,Grooms Aged 40-44 Years,291
2006,Brides Aged 35-39 Years,Grooms Aged 45-49 Years,220
2006,Brides Aged 35-39 Years,Grooms Aged 50-54 Years,97
2006,Brides Aged 35-39 Years,Grooms Aged 55-59 Years,46
2006,Brides Aged 35-39 Years,Grooms Aged 60 Years & Over,19
2006,Brides Aged 40-44 Years,Grooms Aged Under 20 Years,0
2006,Brides Aged 40-44 Years,Grooms Aged 20-24 Years,2
2006,Brides Aged 40-44 Years,Grooms Aged 25-29 Years,15
2006,Brides Aged 40-44 Years,Grooms Aged 30-34 Years,50
2006,Brides Aged 40-44 Years,Grooms Aged 35-39 Years,74
2006,Brides Aged 40-44 Years,Grooms Aged 40-44 Years,142
2006,Brides Aged 40-44 Years,Grooms Aged 45-49 Years,124
2006,Brides Aged 40-44 Years,Grooms Aged 50-54 Years,97
2006,Brides Aged 40-44 Years,Grooms Aged 55-59 Years,64
2006,Brides Aged 40-44 Years,Grooms Aged 60 Years & Over,34
2006,Brides Aged 45-49 Years,Grooms Aged Under 20 Years,0
2006,Brides Aged 45-49 Years,Grooms Aged 20-24 Years,0
2006,Brides Aged 45-49 Years,Grooms Aged 25-29 Years,2
2006,Brides Aged 45-49 Years,Grooms Aged 30-34 Years,8
2006,Brides Aged 45-49 Years,Grooms Aged 35-39 Years,12
2006,Brides Aged 45-49 Years,Grooms Aged 40-44 Years,26
2006,Brides Aged 45-49 Years,Grooms Aged 45-49 Years,79
